Name,taxonomy_id,genome_size,,Source (only if perplexity ai is used)
Desulfallas gibsoniae,102134,4855529,,
Rhodococcus ruber,1830,5698851,,
Muribaculum sp. TLL-A4,2530390,3430462,,
Muribaculum sp. H5,2530393,NA,,
Duncaniella sp. C9,2530392,3424529,,
Pseudomonas pohangensis,364197,3769689,,
Pseudomonas sp. R2-37-08W,1173273,5833149,,
Shewanella pealeana,70864,5174581,,
Dehalogenimonas lykanthroporepellens,552810,1686510,,
Salegentibacter sp. T436,1729720,4086550,,
Streptomyces fungicidicus,68203,7667496,,
Shewanella oneidensis,70863,5131424,,
Oscillatoriales cyanobacterium JSC-12,864702,5530491,,
Agrobacterium fabrum,1176649,5553114,,
Listeria grayi,1641,2751104,,
Listeria seeligeri,1640,2797636,,
Idiomarina sp. X4,2055892,2616716,,
Arcobacter marinus,505249,2917098,,
Streptomyces cattleya,29303,8092553,,
Acidipropionibacterium virtanenii,2057246,3432872,,
Bordetella genomosp. 8,1416806,6167536,,
Erysipelothrix rhusiopathiae,1648,1787941,,
Epibacterium mobile,379347,4830028,,
Laceyella sacchari,37482,3383707,,
Elizabethkingia bruuniana,1756149,4632013,,
Marichromatium purpuratum,37487,3779112,,
Clostridium saccharobutylicum,169679,5107814,,
Cupriavidus taiwanensis,164546,6476522,,
Geovibrio thiophilus,139438,2997552,,
Nocardia nova,37330,7959976,,
Nocardia seriolae,37332,8121733,,
Pseudarthrobacter sulfonivorans,121292,4927723,,
Vibrio splendidus,29497,5449819,,
Candidatus Promineofilum breve,1806508,5033966,,
Vibrio furnissii,29494,4993326,,
Klebsiella pneumoniae,573,5682322,,
Geobacillus sp. WCH70,471223,"3,893,306",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4847372/
Klebsiella oxytoca,571,5879076,,
Vibrio tubiashii,29498,5540337,,
Raoultella terrigena,577,5598454,,
Raoultella planticola,575,5646881,,
Porphyromonas crevioricanis,393921,2133352,,
Arcobacter suis,1278212,2639269,,
Planktothrix agardhii,1160,4904228,,
Coriobacterium glomerans,33871,2115681,,
Pseudomonas kribbensis,1628086,6324282,,
Tessaracoccus aquimaris,1332264,3934699,,
Lysinibacillus sphaericus,1421,4739908,,
Pelobacter propionicus,29543,4241119,,
Pelobacter acetylenicus,29542,3176363,,
Mycolicibacter sinensis,875328,4643668,,
Methylibium sp. Pch-M,2082386,3941137,,
Mesorhizobium sp. Pch-S,2082387,6619214,,
Enterococcus sp. CR-Ec1,2057791,3889849,,
Glaesserella sp. 15-184,2030797,2399550,,
Pseudomonas xanthomarina,271420,4332289,,
Planococcus halocryophilus,1215089,3424893,,
Streptococcus respiraculi,2021971,2067971,,
Histophilus somni,731,2263857,,
[Haemophilus] ducreyi,730,1589620,,
Aggregatibacter aphrophilus,732,2337153,,
Aggregatibacter segnis,739,2022832,,
Glaesserella parasuis,738,2313850,,
Roseateles depolymerans,76731,5681722,,
Lactococcus lactis,1358,2639081,,
Mycetocola sp. 449,2079792,3193647,,
Corynebacterium resistens,258224,2601311,,
Enterococcus gallinarum,1353,3614506,,
Catenovulum sp. CCB-QB4,2172099,5871129,,
Enterococcus faecalis,1351,2870381,,
Ruegeria pomeroyi,89184,4601048,,
Geobacillus lituanicus,169283,3499511,,
Burkholderia sp. KJ006,416344,6629912,,
Janthinobacterium sp. 1_2014MBL_MicDiv,1644131,6453540,,
Prosthecochloris sp. HL-130-GSB,1974213,2414726,,
Nonlabens spongiae,331648,3393335,,
Candidatus Babela massiliensis,673862,1118422,,
Wolbachia endosymbiont of Drosophila melanogaster,163164,1267783,,
Thermaerobacter sp. FW80,2546351,3039102,,
Pseudoalteromonas sp. DL-6,1390185,3905249,,
Burkholderia sp. LA-2-3-30-S1-D2,1637862,7129526,,
Polynucleobacter duraquae,1835254,2026292,,
Geobacter bemidjiensis,225194,4615150,,
Exiguobacterium sp. U13-1,1849031,3208634,,
Arthrobacter sp. U41,1849032,4341700,,
Salipiger profundus,1229727,5064296,,
Parvibaculum lavamentivorans,256618,3914745,,
Thermoanaerobacter italicus,108150,2451061,,
Stenotrophomonas sp. G4,2303750,4477485,,
Leuconostoc sp. C2,979982,1877273,,
Sphingopyxis granuli,267128,4590718,,
Pseudoalteromonas sp. Bsw20308,283699,4830226,,
Thermobaculum terrenum,166501,3101581,,
Jeotgalicoccus saudimassiliensis,1461582,2191063,,
Pseudomonas xinjiangensis,487184,3537092,,
Streptococcus australis,113107,2015375,,
Acetoanaerobium sticklandii,1511,2715461,,
Thermoclostridium stercorarium,1510,2974379,,
Clostridium tetani,1513,2873333,,
Mucilaginibacter sp. HYN0043,2305508,7149106,,
Wolbachia endosymbiont of Onchocerca volvulus,77551,960618,,
Flavobacterium arcticum,1784713,2970356,,
Bacillus weihaiensis,1547283,4361276,,
Photobacterium gaetbulicola,1295392,5876222,,
Plantibacter sp. PA-3-X8,2480625,4082089,,
Janthinobacterium svalbardensis,368607,6274078,,
Actinoalloteichus hymeniacidonis,340345,6306386,,
Coraliomargarita akajimensis,395922,3750771,,
Corynebacterium timonense,441500,2590418,,
Synechococcus sp. CB0101,232348,2789647,,
Bacillus amyloliquefaciens,1390,4149690,,
Sphingobacterium sp. G1-14,2003121,6325678,,
Agromyces aureus,453304,4373124,,
Streptomyces sp. WAC 06738,2203210,8324535,,
Capnocytophaga leadbetteri,327575,2504023,,
Candidatus Xiphinematobacter sp. Idaho Grape,1704307,915884,,
Aquiflexum balticum,280473,5987195,,
Streptomyces sp. Mg1,465541,7988280,,
Mycobacterium chimaera,222805,6173260,,
Kytococcus sedentarius,1276,2803893,,
Streptomyces sp. FR-008,206662,7246549,,
Clostridiales bacterium CCNA10,2109688,2947964,,
Streptococcus sp. oral taxon 064,712624,2013158,,
Lacinutrix sp. Bg11-31,2057808,3666763,,
Geobacter sulfurreducens,35554,3814128,,
Actinomyces sp. 410,2057800,3988549,,
Neisseriaceae bacterium DSM 100970,2052837,2160000,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9657967/
Caloramator sp. E03,2576307,2984770,,
Ehrlichia muris,35795,1196717,,
Rickettsia slovaca,35794,1275089,,
Aminomonas paucivorans,81412,2630170,,
Massilia sp. WG5,1707785,6216151,,
Rickettsia japonica,35790,1283910,,
Rickettsia sibirica,35793,1250021,,
Rickettsia parkeri,35792,1312030,,
Candidatus Liberibacter americanus,309868,1195201,,
Thermosynechococcus sp. NK55a,1394889,2520064,,
Nitrosospira briensis,35799,3210113,,
Kribbella flavida,182640,7579488,,
Cytophaga hutchinsonii,985,4433218,,
Bordetella sp. H567,1697043,5532470,,
Rhodoplanes sp. Z2-YC6860,674703,8193889,,
Shewanella woodyi,60961,5935403,,
Paenibacillus sp. M-152,2487928,5823661,,
Synechococcus sp. WH 8020,32052,2661166,,
Synechococcus sp. WH 8103,29410,2429688,,
Paraprevotella xylaniphila,454155,4125322,,
Calothrix sp. NIES-3974,2005462,5985875,,
Azotobacter vinelandii,354,5365318,,
Azotobacter chroococcum,353,5023055,,
Phycicoccus dokdonensis,443156,3942164,,
Magnetospirillum sp. XM-1,1663591,4992477,,
Spiroplasma monobiae,2136,891575,,
Agrobacterium rhizogenes,359,6215524,,
Agrobacterium tumefaciens,358,5570940,,
Pseudomonas sp. S09G 359,2054919,6767994,,
[Enterobacter] lignolyticus,1334193,4702949,,
Hyphomonas sp. CACIAM 19H1,1873716,4080747,,
Acinetobacter equi,1324350,3054269,,
Boseongicola sp. CCM32,2552942,"2,552,942",,CAZY Database
Flaviflexus salsibiostraticola,1282737,2608471,,
Mycobacterium lepraemurium,64667,4050523,,
Thalassotalea sp. HSM 43,2552945,4014670,,
Pseudomonas sp. 02C 26,2054914,5404596,,
Pseudomonas sp. 09C 129,2054915,6897667,,
Blastomonas fulva,1550728,4123210,,
Humibacter sp. BT305,2282656,3865684,,
Chryseobacterium sp. H6466,2487072,3276391,,
Sinorhizobium medicae,110321,6534206,,
Marinovum algicola,42444,5396756,,
Roseobacter litoralis,42443,4745450,,
Mahella australiensis,252966,3135972,,
Chromohalobacter salexigens,158080,3696649,,
Methyloceanibacter caenitepidi,1384459,3424964,,
Pseudomonas sp. phDV1,253237,4727682,,
Thermoanaerobacter kivui,2325,2397824,,
Cyanothece sp. PCC 7424,65393,6554169,,
Paracoccus zhejiangensis,1077935,4637247,,
Ethanoligenens harbinense,253239,3008576,,
Helicobacter apodemus,135569,2067954,,
Pseudoalteromonas atlantica,288,4069007,,
Bacillus sp. HBCD-sjtu,2053832,5230501,,
Deinococcus radiodurans,1299,3279598,,
Bartonella sp. 1-1C,515256,1600621,,
Xanthobacter autotrophicus,280,5013287,,
Bacillus kochii,859143,4726859,,
Comamonas testosteroni,285,5497097,,
Pseudomonas aeruginosa,287,6264404,,
Vibrio jasicida,766224,5989523,,
Fischerella sp. NIES-3754,1752063,5826863,,
Streptomyces xiamenensis,408015,5961402,,
Corynebacterium mustelae,571915,3474226,,
Leptolyngbya sp. NIES-3755,1752064,6761657,,
Sulfurihydrogenibium sp. YO3AOP1,436114,1838442,,
Phaeobacter inhibens,221822,4248079,,
Propionibacterium australiense,119981,3044331,,
Desulfobacterium autotrophicum,2296,5657782,,
Francisella tularensis,263,1870206,,
Staphylococcus warneri,1292,2541629,,
Roseburia hominis,301301,3592125,,
Paraphotobacterium marinum,1755811,2593992,,
Polaribacter vadi,1774273,3809314,,
Paracoccus denitrificans,266,5236194,,
Mycolicibacterium chitae,1792,5461769,,
Clostridium baratii,1561,3211717,,
Thalassococcus sp. SH-1,2109625,"3,081,514 base",,https://www.nature.com/articles/s42003-020-0910-8
Zoogloeaceae bacteirum Par-f-2,2080469,3127098,,
Komagataeibacter rhaeticus,215221,3644828,,
Immundisolibacter cernigliae,1810504,3243537,,
Shewanella benthica,43661,4034511,,
Pseudoalteromonas piscicida,43662,5380608,,
Paenarthrobacter aurescens,43663,4313228,,
Streptomyces atratus,1893,9641288,,
Methylobacterium phyllosphaerae,418223,6316624,,
Brenneria sp. EniD312,598467,4943773,,
Rhizobium sp. NT-26,1125847,4577425,,
Methylophaga frappieri,754477,2745290,,
Methylophaga nitratireducenticrescens,754476,3137100,,
Desulfotomaculum nigrificans,1565,3052787,,
Rhizobium gallicum,56730,7311190,,
Acidimicrobium ferrooxidans,53635,2158157,,
Mycolicibacterium gilvum,1804,5783292,,
Martelella sp. AD-3,686597,4894810,,
Jeotgalibacillus malaysiensis,1508404,4119509,,
Gloeomargarita lithophora,1188228,3049282,,
Pseudomonas avellanae,46257,5921932,,
Rhodoferax saidenbachensis,1484693,4264855,,
Cryobacterium sp. GCJ02,2220095,4385465,,
Actinoplanes derwentensis,113562,10654181,,
Pedobacter heparinus,984,5167383,,
Bartonella sp. 'Tel Aviv',2133959,2276164,,
Flavobacterium sediminis,2201181,3441304,,
Gemmata obscuriglobus,114,9032617,,
Acidisphaera sp. G45-3,1969806,4037611,,
Bradyrhizobium sp. 2 39S1MB,1404768,7025930,,
Cardinium endosymbiont of Encarsia pergandiella,249402,944930,,
Chryseobacterium indologenes,253,4929686,,
Bacillus altitudinis,293387,3681784,,
Shewanella sp. M2,2487742,5134949,,
Bradyrhizobium sp. S23321,335659,"7,231,841",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4036050/
Rubinisphaera brasiliensis,119,6006602,,
Chryseobacterium gleum,250,4715692,,
Mycobacterium leprae,1769,3187112,,
Anaplasma ovis,142058,1214674,,
Burkholderia sp. MSMB0852,1637841,7120357,,
Leptospira borgpetersenii,174,3992782,,
Mesorhizobium sp. DCY119,2108445,5793550,,
Denitrovibrio acetiphilus,118000,3222077,,
Gammaproteobacteria bacterium DM2,2169539,"4,200,000",,https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2021.761869/full
Pseudomonas koreensis,198620,6123913,,
Desulfurispirillum indicum,936456,2928377,,
Bordetella flabilis,463014,5954318,,
Aquitalea sp. THG-DN7.12,1537400,4359891,,
Mycolicibacterium thermoresistibile,1797,4950685,,
Pseudorhodoplanes sinuspersici,1235591,5971615,,
Chryseobacterium indoltheticum,254,4253895,,
Chryseobacterium carnis,1241979,3230102,,
Chryseobacterium bernardetii,1241978,5318634,,
Streptomyces sp. SS52,2563602,8115720,,
Mannheimia varigena,85404,2131927,,
Gemmatirosa kalamazoonesis,861299,7479215,,
Candidatus Arthromitus sp. SFB-mouse,49118,1592090,,
Mycolicibacterium goodii,134601,6741306,,
Pseudonocardia autotrophica,2074,7535285,,
Macrococcus sp. IME1552,1898474,2391700,,
Megasphaera hexanoica,1675036,2877851,,
Staphylococcus condimenti,70255,2700886,,
Cylindrospermum stagnale,142864,7610589,,
Paenibacillus glucanolyticus,59843,7039886,,
Staphylococcus piscifermentans,70258,2613271,,
Beijerinckia indica,533,4418616,,
Erythrobacter sp. HKB08,2502843,2746949,,
Gloeobacter violaceus,33072,4659019,,
Flavobacterium branchiophilum,55197,3563292,,
Desulfurella acetivorans,33002,1512953,,
Pseudomonas sp. LAB-08,143813,"6,360,304",,https://academic.oup.com/g3journal/article/12/5/jkac073/6555001?login=true
Altererythrobacter sp. B11,2060312,3842046,,
Candidatus Desulfovibrio trichonymphae,1725232,1410056,,
Bradyrhizobium sp. 3 85S1MB,1404367,6897135,,
Serratia sp. MYb239,2033438,4986519,,
Tenacibaculum mesophilum,104268,3344178,,
Streptomyces sampsonii,42239,7156530,,
Sulfurospirillum barnesii,44674,2510109,,
Micromonospora zamorensis,709883,7516575,,
Pseudomonas viridiflava,33069,6093513,,
Clostridium sp. SY8519,1042156,2835737,,
Chitinophaga sp. MD30,2033437,7661303,,
Rhodobacteraceae bacterium QY30,2033435,3551172,,
Bacillus krulwichiae,199441,4519503,,
Thermoanaerobacter mathranii,583357,2306092,,
Mycobacterium shigaense,722731,5232660,,
Geminocystis sp. NIES-3708,1615909,4042078,,
Runella sp. SP2,2268026,7613819,,
Psychrobacter sp. P2G3,1699622,3366617,,
Psychrobacter sp. P11G3,1699623,3282856,,
Psychrobacter sp. P11F6,1699621,3514998,,
Psychrobacter sp. P11G5,1699624,3519144,,
Chlamydia sp. S15-834C,1967783,1162663,,
Butyricimonas faecalis,2093856,4976422,,
Campylobacter avium,522485,1738633,,
Mycobacterium haemophilum,29311,4235765,,
Corynebacterium crudilactis,1652495,3217288,,
Pseudomonas sp. UW4,1207075,6183388,,
Geobacillus sp. C56-T3,691437,3650813,,
Candidatus Koribacter versatilis,658062,5650368,,
Collimonas fungivorans,158899,5599729,,
Lactobacillus casei,1582,2952961,,
Tannerella sp. oral taxon HOT-286,712710,3013600,,
Fictibacillus arsenicus,255247,3909563,,
Actinomyces hongkongensis,178339,2141493,,
Listeria ivanovii,1638,2919548,,
Pannonibacter phragmitetus,121719,4837487,,
Rhodococcus jostii,132919,9912981,,
Leuconostoc garlicum,255248,1715191,,
Tessaracoccus sp. Marseille-P5995,2161816,2759000,,
Curtobacterium sp. MR_MD2014,1561023,3443800,,
Nocardia farcinica,37329,6292344,,
Nocardia brasiliensis,37326,8935513,,
endosymbiont of Sipalinus gigas,1972134,232663,,
Taylorella asinigenitalis,84590,1638559,,
Streptomyces roseochromogenus,285450,9782257,,
Komagataeibacter saccharivorans,265959,3727857,,
Gordonia polyisoprenivorans,84595,5844299,,
Acidovorax sp. JS42,232721,4585154,,
Cyanobium gracile,59930,3342364,,
Corynebacterium matruchotii,43768,2855988,,
Thiohalobacter thiocyanaticus,585455,3299615,,
Yersinia rohdei,29485,4372253,,
Escherichia coli,562,5118130,,
Shimwellia blattae,563,4158725,,
Escherichia fergusonii,564,4645928,,
Atlantibacter hermannii,565,4483592,,
Mariprofundus aestuarium,1921086,2537610,,
Yersinia aldovae,29483,4471090,,
Sulfitobacter sp. D7,1968541,3963108,,
Bacillus lehensis,300825,3995080,,
Eubacterium limosum,1736,4422837,,
Mesoplasma lactucae,138853,837471,,
Laribacter hongkongensis,168471,3110307,,
Dactylococcopsis salina,292566,3781008,,
Thioalkalivibrio paradoxus,108010,3756729,,
Maribacter sp. MJ134,2496865,4016247,,
Acholeplasma axanthum,29552,1883099,,
Wolbachia endosymbiont of Brugia malayi,80849,1080084,,
Mycoplasma gallinaceum,29556,1074838,,
Edwardsiella piscicida,1263550,3819771,,
Mycoplasma canadense,29554,693241,,
Mycoplasma canis,29555,968791,,
Leptolyngbya boryana,1184,6803468,,
Paracoccus mutanolyticus,1499308,3592357,,
Bacillus bombysepticus,658666,6945276,,
Haemophilus haemolyticus,726,1934644,,
Haemophilus influenzae,727,1846259,,
Synechococcus sp. CC9902,316279,2083262,,
Sinomonas atrocyanea,37927,4432914,,
Acidipropionibacterium acidipropionici,1748,3651382,,
Thioploca ingrica,40754,4810005,,
Actinobacillus lignieresii,720,2236520,,
Pseudomonas sp. A214,1855331,6077628,,
Propionibacterium freudenreichii,1744,2507188,,
Pseudomonas prosekii,1148509,6092055,,
Aneurinibacillus sp. XH2,1450761,3602760,,
Arthrobacter crystallopoietes,37928,5032705,,
Glutamicibacter nicotianae,37929,3844439,,
Avibacterium paragallinarum,728,2521134,,
Haemophilus parainfluenzae,729,2124757,,
Trichormus azollae,1164,5486145,,
Anabaena cylindrica,1165,7063285,,
Streptomyces pratensis,1169025,8281466,,
Citrobacter farmeri,67824,5026250,,
Citrobacter rodentium,67825,5381137,,
Desulfomicrobium orale,132132,2783374,,
Citrobacter werkmanii,67827,5049303,,
Filifactor alocis,143361,1931012,,
Erythrobacter sp. HL-111,1798193,3191968,,
Veillonella rodentium,248315,2041290,,
Agarilytica rhodophyticola,1737490,7113812,,
Fervidobacterium changbaicum,310769,2266449,,
Corynebacterium aurimucosum,169292,2819226,,
Synechococcus sp. RCC307,316278,2224914,,
Opitutaceae bacterium TAV5,794903,7417673,,
Mycoplasma edwardii,53558,832213,,
Gramella sp. MAR_2010_102,1250231,NA,,
Capnocytophaga sp. oral taxon 323,1705617,2614527,,
Xenorhabdus poinarii,40577,3659523,,
Xenorhabdus bovienii,40576,4447637,,
Clostridium acetobutylicum,1488,4145581,,
Archangium gephyra,48,12489432,,
Bacillus filamentosus,1402861,5170780,,
Thermus sp. CCB_US3_UF1,1111069,2263488,,
Lactobacillus mucosae,97478,2140145,,
Breoghania sp. L-A4,2304600,5029620,,
Stigmatella aurantiaca,41,9365767,,
Acinetobacter calcoaceticus,471,4115994,,
Gallionella capsiferriformans,370405,3162471,,
Bartonella australis,388640,1596490,,
Mycobacterium colombiense,339268,5579559,,
Pseudoalteromonas sp. 16-SW-7,2583375,4497854,,
Pelagibacterium halotolerans,531813,3962298,,
Staphylococcus hominis,1290,2257431,,
Desulfosporosinus orientis,1563,5863081,,
Staphylococcus sciuri,1296,2853815,,
Kosakonia radicincitans,283686,5774740,,
Staphylococcus muscae,1294,2095116,,
Pandoraea thiooxydans,445709,4464186,,
Methylacidiphilum infernorum,511746,2287145,,
Candidatus Kinetoplastibacterium oncopeltii,994696,810172,,
Flavobacterium indicum,312277,2993089,,
Rhodococcus sp. p52,935199,5413283,,
Pseudoalteromonas arctica,394751,4721971,,
Victivallales bacterium CCUG 44730,2094242,5242681,,
Micromonospora siamensis,299152,6250219,,
Geobacillus genomosp. 3,1921421,3486308,,
Sphingomonas panacis,1560345,5322941,,
Spirosoma radiotolerans,1379870,7029352,,
Bifidobacterium longum,216816,2385164,,
Corynebacterium diphtheriae,1717,2407586,,
Staphylococcus sp. M0911,2025492,2438350,,
Xanthomonadaceae bacterium AQ6-296,2511995,4728975,,
Arcobacter nitrofigilis,28199,3192235,,
Arcobacter cryaerophilus,28198,2108340,,
Nonlabens sp. MJ115,2496866,2872100,,
Flaviflexus sp. H23T48,2496867,2830639,,
Mycobacterium avium,1764,5173839,,
Arcobacter butzleri,28197,2256675,,
Gramella sp. SH35,2126553,4380140,,
Candidatus Gullanella endobia,1070130,938041,,
Arcobacter skirrowii,28200,1969846,,
Lactococcus raffinolactis,1366,2292235,,
Acinetobacter baumannii,470,3980230,,
Vogesella sp. LIG4,1192162,4147342,,
Moraxella bovis,476,2807142,,
Lactococcus garvieae,1363,2084337,,
Enterobacter cloacae complex sp. ECNIH7,1915310,5388828,,
Bifidobacterium choerinum,35760,2257294,,
Shewanella psychrophila,225848,6353406,,
Cohaesibacter sp. ES.047,1798205,5110332,,
Enterobacteriaceae bacterium ENNIH2,1920109,6262406,,
Pseudomonas sp. PONIH3,1636610,6313552,,
blood disease bacterium A2-HR MARDI,1944648,5089760,,
Sulfitobacter donghicola,421000,3540159,,
Erythrobacter seohaensis,266951,2942673,,
Salinibacterium sp. CGMCC 1.16371,2079791,2817140,,
